DATE,STATION,DailyAltimeterSetting,DailyDewPointTemperature,DailyDryBulbTemperature,DailyPrecipitation,DailyPresentWeatherType,DailyPressureChange,DailyPressureTendency,DailyRelativeHumidity,DailySeaLevelPressure,DailySkyConditions,DailyStationPressure,DailyVisibility,DailyWetBulbTemperature,DailyWindDirection,DailyWindGustSpeed,DailyWindSpeed
2023-01-01,72793894274,30.08458333333333,40.0,43,0,FG:2 |FG |,0.00375,4.5,89.0,30.08875,CLR:00,29.74458333333333,10.0,42.0,0,19.75,0.5675675675675675
2023-05-14,72793894274,30.01458333333333,45.0,86.0,0.00,-RA:02 |RA |RA,0.01875,6.125,24.0,29.99875,CLR:00,29.67458333333333,10.0,59.0,020,23.285714285714285,12.208333333333334
2023-05-15,72793894274,29.97875,49.0,67.0,0.00,-RA:02 |RA |RA,-0.01625,4.5,30.0,29.964583333333334,CLR:00,29.63875,10.0,57.0,VRB,18.0,6.0
2023-05-16,72793894274,30.10827586206896,52.0,56.0,0.00,BR:1 ||,0.005,4.375,87.0,30.09249999999999,CLR:00,29.76827586206897,10.0,54.0,220,18.0,4.275862068965517
2023-05-17,72793894274,29.9525,52.0,55.0,0.00,BR:1 ||,0.0225,5.625,65.0,29.942916666666665,CLR:00,29.6125,10.0,64.0,000,18.0,2.625
2023-05-18,72793894274,29.967777777777783,54.0,56.0,0.00,BR:1 ||,-0.02375,2.5,87.0,29.964583333333334,CLR:00,29.62777777777778,10.0,56.0,270,18.0,5.851851851851852
2023-05-19,72793894274,30.103928571428572,50.0,54.0,0.00,BR:1 ||,-0.0025,3.375,87.0,30.09541666666668,CLR:00,29.76392857142857,10.0,52.0,000,18.0,3.1785714285714284
2023-05-20,72793894274,30.12833333333333,51.0,54.0,0.00,BR:1 ||,-0.00625,3.875,90.0,30.115416666666665,CLR:00,29.78833333333333,10.0,52.0,250,18.0,5.033333333333333
2023-05-21,72793894274,30.1915,49.0,52.0,0.00,BR:1 ||,-0.0075,4.25,92.0,30.183333333333334,OVC:08 5,29.8515,10.0,51.0,240,18.0,5.825
2023-05-22,72793894274,30.17642857142857,45.0,51.0,0.00,BR:1 ||,0.00125,5.375,83.0,30.175,CLR:00,29.836428571428574,10.0,48.0,230,20.666666666666668,8.75
2023-05-23,72793894274,30.12333333333333,40.0,46.0,0.00,BR:1 ||,0.01,6.25,79.0,30.122083333333336,CLR:00,29.78333333333333,10.0,51.0,VRB,18.0,3.6666666666666665
2023-05-24,72793894274,30.054166666666664,46.0,53.0,0.00,BR:1 ||,0.00875,6.0,80.0,30.04958333333333,CLR:00,29.71416666666666,10.0,50.0,000,18.0,5.166666666666667
2023-05-25,72793894274,29.927916666666665,48.0,69.0,0.00,BR:1 ||,0.01375,6.75,40.0,29.92083333333333,CLR:00,29.58791666666667,10.0,59.0,000,20.0,6.125
2023-05-26,72793894274,29.902916666666663,51.0,58.0,0.00,BR:1 ||,-0.00375,3.625,33.0,29.894583333333333,CLR:00,29.562916666666663,10.0,53.0,000,17.0,3.695652173913044
2023-05-27,72793894274,29.995,50.0,54.0,0.00,BR:1 ||,-0.015,3.875,87.0,29.9925,CLR:00,29.655,10.0,52.0,230,17.0,6.911764705882353
2023-05-28,72793894274,30.050606060606064,48.0,48.0,0.00,HZ:7 |FU |HZ,0.00625,3.625,77.0,30.045,CLR:00,29.71060606060606,10.0,48.0,000,16.0,3.9696969696969697
2023-05-29,72793894274,29.975,45.0,48.0,0.00,-RA:02 |RA |RA,0.0049999999999999,3.625,89.0,29.969166666666663,CLR:00,29.635000000000005,10.0,48.0,170,16.0,4.933333333333334
2023-05-30,72793894274,30.018148148148143,42.0,48.0,0.00,-RA:02 |RA |RA,-0.0087499999999999,3.75,80.0,30.02124999999999,CLR:00,29.67814814814815,10.0,45.0,200,22.285714285714285,5.555555555555555
2023-05-31,72793894274,30.078461538461543,41.0,48.0,0.00,-RA:02 |RA |RA,-0.0049999999999999,3.375,77.0,30.07541666666667,OVC:08 33,29.738461538461536,10.0,45.0,000,22.285714285714285,4.423076923076923
2023-06-01,72793894274,30.072916666666668,42.0,57.0,0.00,-RA:02 |RA |RA,0.00375,3.75,56.0,30.07041666666667,CLR:00,29.732916666666668,10.0,49.0,000,22.285714285714285,3.782608695652174
2023-06-02,72793894274,30.114615384615384,45.0,50.0,0.00,-RA:02 |RA |RA,-0.0075,2.75,77.0,30.1075,CLR:00,29.77461538461538,10.0,47.0,VRB,22.285714285714285,4.2
2023-06-03,72793894274,30.140416666666667,45.0,47.0,0.00,-RA:02 |RA |RA,-0.0024999999999999,3.875,83.0,30.136666666666667,CLR:00,29.800416666666667,10.0,57.0,000,22.285714285714285,4.666666666666667
2023-06-04,72793894274,30.207083333333333,38.0,65.0,0.00,-RA:02 |RA |RA,-0.00125,4.375,37.0,30.2025,CLR:00,29.86708333333333,10.0,48.0,020,22.285714285714285,8.291666666666666
2023-06-05,72793894274,30.115,40.0,52.0,0.00,-RA:02 |RA |RA,0.0175,5.25,35.0,30.110416666666666,CLR:00,29.775,10.0,48.0,020,22.0,10.166666666666666
2023-06-06,72793894274,29.884999999999994,41.0,56.0,0.00,-RA:02 |RA |RA,0.03,6.5,28.0,29.87708333333333,CLR:00,29.545,10.0,48.0,020,19.8,7.708333333333333
2023-06-07,72793894274,29.842916666666667,43.0,59.0,0.00,-RA:02 |RA |RA,-0.01375,3.5,22.0,29.831666666666663,CLR:00,29.502916666666664,10.0,50.0,000,17.0,4.125
2023-06-08,72793894274,29.980740740740742,49.0,55.0,0.00,-RA:02 |RA |RA,-0.0125,4.875,83.0,29.97208333333333,CLR:00,29.640740740740736,10.0,52.0,230,20.55555555555556,6.555555555555555
2023-06-09,72793894274,30.043829787234035,51.0,54.0,0.01,-RA:02 |RA |RA,-0.005,3.375,93.0,30.037083333333328,OVC:08 110,29.70382978723405,10.0,52.0,220,20.55555555555556,4.446808510638298
2023-06-10,72793894274,30.068269230769225,54.0,52.0,0.00,-RA:02 BR:1 |RA |RA,-0.00125,3.875,93.0,30.0675,OVC:08 3,29.728269230769232,10.0,51.0,190,20.55555555555556,4.730769230769231
2023-06-11,72793894274,30.03833333333333,52.0,54.0,0.00,-RA:02 |RA |RA,0.00875,5.75,93.0,30.02375,CLR:00,29.698333333333338,10.0,59.0,010,20.55555555555556,7.083333333333333
2023-06-12,72793894274,29.973333333333333,56.0,68.0,0.00,-RA:02 |RA |RA,0.0075,4.875,45.0,29.964583333333337,CLR:00,29.633333333333336,10.0,63.0,000,22.571428571428573,4.125
2023-06-13,72793894274,29.99709677419354,52.0,55.0,0.00,-RA:02 |RA |RA,-0.0137499999999999,3.5,83.0,29.98833333333333,CLR:00,29.65709677419355,10.0,53.0,200,22.571428571428573,10.0
2023-06-14,72793894274,30.101428571428567,44.0,52.0,0.00,-RA:02 |RA |RA,-0.01125,3.25,72.0,30.09958333333334,CLR:00,29.761428571428564,10.0,49.0,200,19.5,7.892857142857143
2023-06-15,72793894274,30.187142857142867,46.0,47.0,0.00,-RA:02 |RA |RA,-0.0075,2.875,86.0,30.183750000000007,CLR:00,29.84714285714286,10.0,57.0,000,21.0,4.5
2023-06-16,72793894274,30.13972972972972,55.0,57.0,0.00,-RA:02 |RA |RA,0.0137499999999999,7.0,93.0,30.147916666666674,CLR:00,29.799729729729727,10.0,56.0,000,21.0,5.108108108108108
2023-06-17,72793894274,30.02875,48.0,52.0,0.00,-RA:02 |RA |RA,0.02375,6.875,90.0,30.01083333333333,OVC:08 15,29.68875000000001,10.0,51.0,220,20.0,6.425
2023-06-18,72793894274,29.87714285714286,45.0,49.0,0.00,-RA:02 |RA |RA,0.005,5.75,77.0,29.875,OVC:08 60,29.53714285714285,10.0,49.0,200,20.0,6.428571428571429
2023-06-19,72793894274,29.926,44.0,48.0,0.00,-RA:02 |RA |RA,-0.0175,3.125,86.0,29.932499999999997,BKN:07 11 BKN:07 50,29.586,10.0,49.0,200,19.0,7.033333333333333
2023-06-20,72793894274,30.15689655172414,47.0,51.0,0.00,-RA:02 |RA |RA,-0.02625,1.75,86.0,30.1675,BKN:07 30 OVC:08 60,29.81689655172413,10.0,49.0,190,18.0,6.545454545454546
2023-06-21,72793894274,30.199310344827587,48.0,52.0,0.00,BR:1 ||,0.0124999999999999,6.0,86.0,30.18958333333333,CLR:00,29.85931034482758,10.0,56.0,030,18.0,5.578947368421052
2023-06-22,72793894274,29.99,49.0,74.0,0.00,BR:1 ||,0.0287499999999999,6.25,36.0,29.9825,CLR:00,29.65,10.0,58.0,020,18.0,8.708333333333334
2023-06-23,72793894274,29.95375,51.0,60.0,0.00,BR:1 ||,-0.0175,3.75,72.0,29.944583333333338,CLR:00,29.61375,10.0,54.0,000,18.714285714285715,5.5
2023-06-24,72793894274,30.109259259259264,47.0,52.0,0.00,BR:1 ||,-0.0025,2.75,83.0,30.102916666666676,CLR:00,29.769259259259258,10.0,49.0,VRB,17.0,5.961538461538462
2023-06-25,72793894274,30.09483870967741,51.0,54.0,0.00,BR:1 ||,0.005,4.625,78.0,30.076666666666657,CLR:00,29.75483870967743,10.0,56.0,000,17.0,3.3548387096774195
2023-06-26,72793894274,30.037666666666677,50.0,54.0,0.00,BR:1 ||,0.01125,4.25,87.0,30.02666666666667,CLR:00,29.697666666666667,10.0,52.0,230,17.0,6.466666666666667
2023-06-27,72793894274,29.961034482758624,51.0,54.0,0.00,BR:1 ||,0.0025,4.875,87.0,29.953333333333337,CLR:00,29.621034482758624,10.0,52.0,VRB,17.0,6.0344827586206895
2023-06-28,72793894274,30.0,52.0,55.0,0.00,BR:1 ||,-0.0087499999999999,3.625,90.0,29.992916666666662,CLR:00,29.66,10.0,53.0,240,17.0,5.137931034482759
2023-06-29,72793894274,30.0651724137931,54.0,55.0,0.00,BR:1 ||,-0.0075,2.875,93.0,30.053333333333324,CLR:00,29.72517241379311,10.0,54.0,240,17.0,4.517241379310345
2023-06-30,72793894274,30.1035,55.0,57.0,0.00,BR:1 ||,-0.0012499999999999,3.75,93.0,30.08583333333333,CLR:00,29.7635,10.0,56.0,000,17.0,4.225
2023-07-01,72793894274,30.16541666666667,47.0,69,0.00,HZ:7 |FU |HZ,-0.00875,3.625,77.0,30.159166666666664,CLR:00,29.825416666666666,10.0,55.0,000,17.0,4.875
2023-07-02,72793894274,30.107916666666668,49.0,69,0.00,HZ:7 |FU |HZ,0.0125,6.125,33.0,30.098333333333333,CLR:00,29.767916666666668,10.0,52.0,010,17.0,6.458333333333333
2023-07-03,72793894274,30.05208333333333,45.0,78,0.00,HZ:7 |FU |HZ,0.0012499999999999,4.0,33.0,30.041666666666668,CLR:00,29.71208333333333,10.0,61.0,000,20.6,5.25
2023-07-04,72793894274,30.030416666666667,47.0,57,0.00,HZ:7 |FU |HZ,0.0049999999999999,4.375,27.0,30.01875,CLR:00,29.690416666666664,10.0,57.0,000,19.0,5.791666666666667
2023-07-05,72793894274,29.92833333333333,46.0,70,0.00,HZ:7 |FU |HZ,0.01375,6.0,23.0,29.915000000000003,CLR:00,29.58833333333333,10.0,62.0,000,19.0,4.125
2023-07-06,72793894274,29.906666666666663,53.0,65,0.00,HZ:7 |FU |HZ,-0.00125,2.875,44.0,29.894166666666663,CLR:00,29.566666666666663,10.0,65.0,260,18.0,5.875
2023-07-07,72793894274,29.92064516129032,51.0,56,0.00,HZ:7 |FU |HZ,-0.00375,3.75,87.0,29.912916666666664,CLR:00,29.58064516129032,10.0,53.0,240,18.0,7.419354838709677
2023-07-08,72793894274,29.956538461538464,50.0,73,0.00,HZ:7 |FU |HZ,-0.0012499999999999,3.125,44.0,29.94916666666667,CLR:00,29.61653846153846,10.0,60.0,190,18.0,5.615384615384615
2023-07-09,72793894274,29.93708333333333,50.0,55,0.00,HZ:7 |FU |HZ,-0.0025,4.875,77.0,29.93166666666667,CLR:00,29.59708333333333,10.0,51.0,240,18.0,5.625
2023-07-10,72793894274,30.055769230769236,51.0,68,0.00,HZ:7 |FU |HZ,-0.01875,2.0,61.0,30.04958333333333,CLR:00,29.715769230769236,10.0,52.0,220,16.0,6.961538461538462
2023-07-11,72793894274,30.085,51.0,76,0.00,HZ:7 |FU |HZ,0.0087499999999999,5.0,75.0,30.074166666666667,CLR:00,29.745000000000005,10.0,55.0,000,16.0,4.5
2023-07-12,72793894274,30.06571428571429,52.0,54,0.00,HZ:7 |FU |HZ,-0.0062499999999999,3.875,57.0,30.055833333333336,CLR:00,29.72571428571429,10.0,52.0,VRB,16.0,4.892857142857143
2023-07-13,72793894274,30.114,53.0,55,0.00,HZ:7 |FU |HZ,-0.005,4.0,87.0,30.106250000000003,CLR:00,29.774,10.0,63.0,000,16.0,4.52
2023-07-14,72793894274,30.11958333333333,51.0,83,0.00,HZ:7 |FU |HZ,0.00375,4.875,35.0,30.10833333333333,CLR:00,29.77958333333333,10.0,60.0,000,16.0,3.5
2023-07-15,72793894274,30.05708333333333,51.0,59,0.00,HZ:7 |FU |HZ,0.0075,5.375,30.0,30.045416666666664,CLR:00,29.71708333333333,10.0,65.0,000,16.0,3.1666666666666665
2023-07-16,72793894274,30.019166666666667,54.0,60,0.00,HZ:7 |FU |HZ,0.005,4.125,65.0,30.007500000000004,CLR:00,29.679166666666664,10.0,57.0,000,16.0,5.478260869565218
2023-07-17,72793894274,30.09730769230769,54.0,75,0.00,HZ:7 |FU |HZ,-0.0212499999999999,2.875,39.0,30.092916666666667,CLR:00,29.75730769230769,10.0,57.0,200,20.55555555555556,8.73076923076923
2023-07-18,72793894274,30.131538461538465,50.0,57,0.00,HZ:7 |FU |HZ,0.0087499999999999,5.625,35.0,30.12708333333333,CLR:00,29.79153846153846,10.0,59.0,020,21.8,7.923076923076923
2023-07-19,72793894274,30.07166666666667,50.0,56,0.00,BR:1 ||,0.00875,5.0,33.0,30.05875,CLR:00,29.73166666666667,10.0,64.0,000,20.0,5.583333333333333
2023-07-20,72793894274,30.089166666666667,57.0,80,0.00,BR:1 ||,-0.00875,4.25,73.0,30.078333333333337,CLR:00,29.749166666666667,10.0,57.0,250,22.0,6.458333333333333
2023-07-21,72793894274,30.114285714285707,54.0,59,0.00,BR:1 ||,0.0074999999999999,4.625,87.0,30.10208333333333,CLR:00,29.77428571428572,10.0,57.0,000,22.0,3.5357142857142856
2023-07-22,72793894274,30.06148148148148,55.0,58,0.00,-RA:02 BR:1 |RA |RA,0.005,4.375,84.0,30.05125,CLR:00,29.72148148148148,10.0,56.0,VRB,22.0,5.333333333333333
2023-07-23,72793894274,29.974166666666665,52.0,56,0.00,-RA:02 BR:1 |RA |RA,0.005,5.5,33.0,29.965,CLR:00,29.63416666666667,10.0,63.0,000,22.0,4.625
2023-07-24,72793894274,30.03466666666667,54.0,61,0.00,-RA:02 BR:1 |RA |RA,-0.01625,2.0,90.0,30.022500000000004,CLR:00,29.694666666666663,10.0,62.0,220,22.0,8.206896551724139
2023-07-25,72793894274,30.17,54.0,57,0.00,-RA:02 |RA |RA,-0.0125,2.0,90.0,30.171666666666663,CLR:00,29.830000000000005,10.0,55.0,000,18.33333333333333,5.387096774193548
2023-07-26,72793894274,30.13,50.0,73,0.00,-RA:02 |RA |RA,0.01625,6.625,87.0,30.121666666666663,CLR:00,29.790000000000003,10.0,56.0,030,18.33333333333333,6.208333333333333
2023-07-27,72793894274,30.06,51.0,70,0.00,-RA:02 |RA |RA,-0.0025,4.25,39.0,30.050416666666667,CLR:00,29.72,10.0,62.0,000,21.0,3.5
2023-07-28,72793894274,30.067999999999994,54.0,57,0.00,-RA:02 |RA |RA,0.0025,3.625,90.0,30.055833333333325,CLR:00,29.728000000000005,10.0,55.0,VRB,21.0,5.166666666666667
2023-07-29,72793894274,30.101428571428567,52.0,56,0.00,-RA:02 |RA |RA,-0.0075,3.875,90.0,30.093333333333334,CLR:00,29.76142857142857,10.0,54.0,200,21.0,6.071428571428571
2023-07-30,72793894274,30.141666666666666,49.0,56,0.00,-RA:02 |RA |RA,-0.0024999999999999,3.5,81.0,30.132500000000004,CLR:00,29.803181818181823,10.0,56.0,000,21.0,3.9166666666666665
2023-07-31,72793894274,30.125,49.0,76,0.00,-RA:02 |RA |RA,0.0024999999999999,4.625,80.0,30.118333333333336,CLR:00,29.785,10.0,56.0,000,21.0,4.086956521739131
2023-08-01,72793894274,30.08375,51.0,57,0.00,-RA:02 |RA |RA,0.0075,4.125,81.0,30.072916666666668,CLR:00,29.74375,10.0,57.0,000,21.0,4.5
2023-08-02,72793894274,30.05333333333333,49.0,60,0.00,-RA:02 |RA |RA,-0.0024999999999999,3.875,70.0,30.04208333333333,CLR:00,29.71333333333333,10.0,60.0,000,21.0,3.5217391304347827
2023-08-03,72793894274,30.1,51.0,60,0.00,-RA:02 |RA |RA,-0.00625,3.125,37.0,30.08833333333333,CLR:00,29.76,10.0,58.0,000,18.0,3.925925925925926
2023-08-04,72793894274,30.135416666666668,55.0,58,0.00,-RA:02 |RA |RA,-2.1684043449710093e-19,4.125,37.0,30.124583333333334,CLR:00,29.795416666666664,10.0,63.0,000,21.6,3.7083333333333335
2023-08-05,72793894274,30.14625,60.0,64,0.00,-RA:02 |RA |RA,-0.0037499999999999,3.625,73.0,30.135,OVC:08 110,29.80625,10.0,64.0,000,21.6,1.6666666666666667
2023-08-06,72793894274,30.180625,61.0,63,0.00,BR:1 ||,-0.00125,3.625,93.0,30.17,CLR:00,29.840625,10.0,62.0,000,21.6,3.65625
2023-08-07,72793894274,30.120000000000005,61.0,64,0.00,BR:1 ||,0.0112499999999999,5.125,87.0,30.105,CLR:00,29.780000000000005,10.0,62.0,000,21.6,2.7333333333333334
2023-08-08,72793894274,30.007777777777772,57.0,60,0.00,-RA:02 BR:1 |RA |RA,0.01875,4.625,78.0,29.993749999999995,CLR:00,29.667777777777783,10.0,58.0,000,21.6,2.6666666666666665
2023-08-09,72793894274,29.9183870967742,52.0,61,0.00,-RA:02 BR:1 |RA |RA,-0.00125,3.25,93.0,29.9075,CLR:00,29.5783870967742,10.0,59.0,190,21.6,8.516129032258064
2023-08-10,72793894274,30.00793103448276,54.0,60,0.00,HZ:7 |FU |HZ,-0.01,2.5,80.0,30.000833333333333,OVC:08 60,29.667931034482752,10.0,57.0,180,21.8,4.107142857142857
2023-08-11,72793894274,30.067916666666665,52.0,57,0.00,HZ:7 |FU |HZ,-0.0125,3.125,48.0,30.05875,CLR:00,29.72791666666667,10.0,59.0,000,21.8,3.583333333333333
2023-08-12,72793894274,30.167916666666667,54.0,62,0.00,HZ:7 |FU |HZ,-0.0075,3.625,37.0,30.1575,CLR:00,29.827916666666667,10.0,62.0,020,21.8,7.5
2023-08-13,72793894274,30.102083333333336,55.0,64,0.00,HZ:7 |FU |HZ,0.015,4.0,38.0,30.08833333333333,CLR:00,29.762083333333333,10.0,59.0,020,23.666666666666668,8.083333333333334
2023-08-14,72793894274,29.985,55.0,87,0.00,HZ:7 |FU |HZ,0.01,4.625,31.0,29.969166666666663,CLR:00,29.645,10.0,60.0,000,21.5,6.125
2023-08-15,72793894274,29.977500000000003,54.0,90,0.00,HZ:7 |FU |HZ,-0.0024999999999999,3.875,32.0,29.96291666666667,CLR:00,29.6375,10.0,69.0,000,17.0,5.041666666666667
2023-08-16,72793894274,29.9525,55.0,74,0.00,HZ:7 |FU |HZ,0.01125,4.375,31.0,29.93583333333333,CLR:00,29.6125,10.0,63.0,000,18.666666666666668,4.0
2023-08-17,72793894274,29.812,58.0,68,0.00,HZ:7 |FU |HZ,0.01125,6.0,78.0,29.7975,CLR:00,29.472,10.0,61.0,000,18.666666666666668,5.28
2023-08-18,72793894274,29.935,48.0,57,0.00,HZ:7 |FU |HZ,-0.02625,2.375,40.0,29.925416666666667,CLR:00,29.595,10.0,53.0,VRB,21.5,5.708333333333333
2023-08-19,72793894274,29.96333333333333,47.0,73,0.00,HZ:7 |FU |HZ,0.01,4.125,45.0,29.955416666666668,CLR:00,29.62333333333333,10.0,58.0,000,21.5,6.75
2023-08-20,72793894274,29.87538461538462,45.0,75,0.00,HZ:7 |FU |HZ,0.01125,5.25,39.0,29.872083333333336,CLR:00,29.53538461538462,10.0,57.0,000,17.5,4.0
2023-08-21,72793894274,29.870000000000008,51.0,53,0.00,HZ:7 |FU |HZ,-0.015,3.375,87.0,29.865416666666672,CLR:00,29.53,10.0,52.0,000,17.5,4.571428571428571
2023-08-22,72793894274,30.025384615384613,50.0,61,0.00,-RA:02 |RA |RA,-0.0137499999999999,2.75,78.0,30.021249999999995,CLR:00,29.685384615384617,10.0,52.0,170,23.2,5.807692307692308
2023-08-23,72793894274,30.116060606060607,56.0,59,0.00,-RA:02 |RA |RA,-0.00625,3.875,93.0,30.11083333333333,CLR:00,29.776060606060607,10.0,57.0,190,23.2,6.0
2023-08-24,72793894274,30.02083333333333,51.0,57,0.00,-RA:02 |RA |RA,0.0212499999999999,6.125,59.0,30.01333333333333,CLR:00,29.680833333333336,10.0,55.0,020,23.2,9.458333333333334
2023-08-25,72793894274,29.9888,50.0,61,0.00,-RA:02 |RA |RA,-2.1684043449710093e-19,4.375,41.0,29.976666666666663,CLR:00,29.6488,10.0,56.0,020,21.5,6.28
2023-08-26,72793894274,29.9975,50.0,82,0.00,TS:7 |TS TS |,0.0025,3.75,34.0,29.98541666666667,CLR:00,29.6575,9.0,55.0,000,21.4,4.708333333333333
2023-08-27,72793894274,30.05535714285715,55.0,58,0.00,TS:7 |TS TS |,-0.01125,3.125,84.0,30.040416666666676,CLR:00,29.71535714285714,10.0,59.0,VRB,20.0,5.178571428571429
2023-08-28,72793894274,30.098214285714292,57.0,62,0.00,TS:7 |TS TS |,0.00125,4.125,84.0,30.09166666666667,OVC:08 11,29.758214285714285,10.0,59.0,220,18.5,5.178571428571429
2023-08-29,72793894274,30.10513513513513,55.0,60,0.00,VCTS:7 ||,-0.005,3.75,84.0,30.100000000000005,OVC:08 16,29.76513513513513,10.0,57.0,000,18.5,3.810810810810811
2023-08-30,72793894274,30.097941176470588,57.0,61,0.00,-RA:02 |RA |RA,0.015,5.25,87.0,30.078750000000003,OVC:08 14,29.757941176470588,10.0,59.0,210,18.666666666666668,4.382352941176471
2023-08-31,72793894274,29.8752,54.0,61,0.00,-RA:02 |RA |RA,0.01875,5.625,90.0,29.867500000000003,CLR:00,29.5352,10.0,57.0,020,18.666666666666668,4.72
2023-09-01,72793894274,29.876666666666665,54.0,59,0.00,-RA:02 |RA |RA,-0.0062499999999999,3.375,63.0,29.87125,CLR:00,29.536666666666665,10.0,60.0,000,18.666666666666668,5.75
2023-09-02,72793894274,29.917916666666667,54.0,58,0.00,-RA:02 |RA |RA,-0.0012499999999999,3.125,37.0,29.90833333333333,CLR:00,29.577916666666667,10.0,62.0,000,20.73333333333333,3.8333333333333335
2023-09-03,72793894274,29.96,57.0,62,0.00,-RA:02 |RA |RA,-0.0075,2.75,81.0,29.951666666666668,CLR:00,29.620000000000008,10.0,60.0,210,20.73333333333333,9.52777777777778
2023-09-04,72793894274,30.037241379310338,51.0,56,0.00,BR:1 ||,-0.00875,3.0,81.0,30.03749999999999,CLR:00,29.69724137931035,10.0,53.0,200,19.33333333333333,7.310344827586207
2023-09-05,72793894274,30.02423076923077,49.0,52,0.00,BR:1 ||,0.0075,4.625,86.0,30.017916666666668,CLR:00,29.68423076923077,10.0,57.0,000,16.0,4.153846153846154
2023-09-06,72793894274,29.98541666666667,49.0,55,0.00,BR:1 ||,-0.005,3.0,78.0,29.97708333333333,CLR:00,29.645416666666662,10.0,53.0,000,16.0,4.333333333333333
2023-09-07,72793894274,30.036774193548386,53.0,57,0.00,BR:1 ||,-0.00375,3.875,87.0,30.032916666666665,CLR:00,29.69677419354839,10.0,55.0,000,20.0,3.0
2023-09-08,72793894274,30.12705882352941,50.0,54,0.00,BR:1 ||,-0.00625,4.0,93.0,30.117083333333337,CLR:00,29.787058823529406,10.0,53.0,000,20.0,3.393939393939394
2023-09-09,72793894274,30.094583333333333,51.0,53,0.00,-RA:02 |RA |RA,0.0075,3.875,43.0,30.08625,CLR:00,29.754583333333333,10.0,56.0,000,20.0,3.7083333333333335
2023-09-10,72793894274,30.05791666666667,51.0,59,0.00,-RA:02 |RA |RA,-0.0024999999999999,4.75,45.0,30.048333333333336,CLR:00,29.717916666666667,10.0,58.0,000,16.5,5.0
2023-09-11,72793894274,30.064642857142854,52.0,64,0.00,-RA:02 |RA |RA,0.0025,5.0,78.0,30.055833333333325,CLR:00,29.72464285714286,10.0,55.0,150,20.0,5.071428571428571
2023-09-12,72793894274,30.081875,56.0,64,0.00,-RA:02 |RA |RA,-0.0075,2.375,84.0,30.07583333333333,CLR:00,29.741875,10.0,59.0,000,20.0,3.96875
2023-09-13,72793894274,30.161250000000003,52.0,55,0.00,BR:1 ||,-0.00125,3.625,90.0,30.15083333333333,CLR:00,29.82125,10.0,53.0,000,20.0,2.641025641025641
2023-09-14,72793894274,30.088000000000005,53.0,55,0.00,-RA:02 BR:1 |RA |RA,0.0175,6.5,84.0,30.068750000000005,CLR:00,29.747999999999998,10.0,55.0,020,20.0,5.533333333333333
2023-09-15,72793894274,29.972916666666663,47.0,72,0.00,-RA:02 BR:1 |RA |RA,0.005,4.375,33.0,29.96375,CLR:00,29.63291666666667,10.0,53.0,000,19.5,3.083333333333333
2023-09-16,72793894274,29.96541666666667,48.0,55,0.00,-RA:02 BR:1 |RA |RA,-0.01,3.0,40.0,29.957083333333333,CLR:00,29.625416666666663,10.0,51.0,000,19.5,4.5
2023-09-17,72793894274,30.023571428571437,50.0,56,0.00,-RA:02 BR:1 |RA |RA,0.00625,5.125,75.0,30.012083333333337,CLR:00,29.68357142857143,10.0,52.0,180,22.857142857142858,5.75
2023-09-18,72793894274,30.060571428571425,54.0,55,0.00,-RA:02 BR:1 |RA |RA,-0.015,2.5,93.0,30.065,CLR:00,29.72057142857143,10.0,54,000,22.857142857142858,5.114285714285714
2023-09-19,72793894274,30.04655172413793,43.0,55,0.00,-RA:02 |RA |RA,0.015,5.875,72.0,30.059583333333336,CLR:00,29.706551724137928,10.0,49,210,22.857142857142858,6.793103448275862
2023-09-20,72793894274,30.06294117647059,50.0,52,0.00,-RA:02 |RA |RA,-0.0175,2.875,93.0,30.067083333333333,CLR:00,29.722941176470584,10.0,51,000,20.0,4.393939393939394
2023-09-21,72793894274,30.095121951219515,45.0,49,0.00,BR:1 ||,0.01125,4.25,89.0,30.07041666666667,CLR:00,29.755121951219515,10.0,47,000,17.666666666666668,2.3902439024390243
2023-09-22,72793894274,29.96083333333333,45.0,73,0.00,-RA:02 |RA |RA,0.0125,5.875,47.0,29.955416666666668,CLR:00,29.620833333333334,10.0,49,000,23.0,2.958333333333333
2023-09-23,72793894274,29.9665625,53.0,56,0.00,-RA:02 |RA |RA,-0.01,4.0,93.0,29.95458333333333,CLR:00,29.6265625,10.0,55,000,23.0,4.28125
2023-09-24,72793894274,29.91936170212765,50.0,53,0.00,BR:1 ||,0.02625,5.625,93.0,29.878333333333327,CLR:00,29.579361702127663,10.0,52,000,21.33333333333333,2.0
2023-09-25,72793894274,29.80172413793104,55.0,56,0.00,-RA:02 |RA |RA,-0.02,2.333333333333333,90.0,29.78705882352941,FEW:02 11 OVC:08 40,29.46172413793103,10.0,55,000,21.33333333333333,5.75
2023-09-26,72793894274,29.950333333333337,52.0,54,0.00,-RA:02 |RA |RA,-0.00625,2.875,87.0,29.944583333333338,SCT:04 80,29.610333333333333,10.0,54,000,20.33333333333333,5.344827586206897
2023-09-27,72793894274,29.9071111111111,51.0,54,0.00,-RA:02 BR:1 |RA |RA,-0.0174999999999999,3.5,90.0,29.935416666666672,CLR:00,29.567111111111107,10.0,52,210,22.666666666666668,10.465116279069768
