DATE,STATION,DailyAltimeterSetting,DailyDewPointTemperature,DailyDryBulbTemperature,DailyPrecipitation,DailyPresentWeatherType,DailyPressureChange,DailyPressureTendency,DailyRelativeHumidity,DailySeaLevelPressure,DailySkyConditions,DailyStationPressure,DailyVisibility,DailyWetBulbTemperature,DailyWindDirection,DailyWindGustSpeed,DailyWindSpeed
2023-01-01,72790024141,30.094848484848484,26.0,28.545454545454547,0,-SN:03 BR:1 |SN |,-0.0212499999999999,4.25,87.75757575757575,30.141666666666666,OVC:08 10,28.75,10.0,27.51515151515152,320,25.5,5.0
2023-05-10,72790024141,30.009130434782605,42.0,59.130434782608695,0.00,-RA:02 |RA |RA,-0.0066666666666666,3.0,57.869565217391305,30.006363636363638,CLR:00,28.66913043478261,10.0,50.43478260869565,VRB,24.0,3.0
2023-05-11,72790024141,30.077826086956524,40.0,63.17391304347826,0.00,-RA:02 |RA |RA,-0.018,2.4,46.04347826086956,30.06863636363637,CLR:00,28.736956521739128,10.0,51.21739130434783,000,24.0,5.0
2023-05-12,72790024141,30.212083333333336,37.0,68.33333333333333,0.00,-RA:02 |RA |RA,-0.015,3.75,38.0,30.19833333333333,CLR:00,28.86208333333333,10.0,53.16666666666666,000,24.0,8.0
2023-05-13,72790024141,30.242916666666662,43.0,73.95833333333333,0.00,-RA:02 |RA |RA,0.005,4.375,32.125,30.220416666666665,CLR:00,28.892916666666668,10.0,55.958333333333336,060,24.0,14.0
2023-05-14,72790024141,30.1056,41.0,75.84,0.00,-RA:02 |RA |RA,0.0175,6.125,34.2,30.08375,CLR:00,28.7604,10.0,58.2,060,26.25,10.0
2023-05-15,72790024141,30.01625,49.0,74.875,0.00,-RA:02 |RA |RA,0.00375,3.625,41.583333333333336,29.99083333333333,CLR:00,28.67625,10.0,59.75,190,20.0,9.0
2023-05-16,72790024141,30.0612,55.0,63.84,0.00,-RA:02 |RA |RA,-0.005,2.25,75.0,30.044166666666666,CLR:00,28.7188,10.0,58.96,000,17.0,0.0
2023-05-17,72790024141,29.95583333333333,53.0,68.45833333333333,0.00,VCTS:7 ||,0.01625,5.5,64.375,29.94083333333333,CLR:00,28.61583333333333,10.0,60.125,000,17.0,5.0
2023-05-18,72790024141,29.933333333333337,53.0,74.16666666666667,0.00,VCTS:7 ||,-0.005,3.625,52.29166666666666,29.91125,CLR:00,28.593333333333334,10.0,61.79166666666666,350,25.5,6.0
2023-05-19,72790024141,29.995833333333334,51.0,79.91666666666667,0.00,VCTS:7 ||,-0.0075,3.375,39.5,29.965,CLR:00,28.655833333333334,10.0,62.875,000,25.5,7.0
2023-05-20,72790024141,29.97541666666667,49.0,79.75,0.00,VCTS:7 ||,0.00875,5.125,38.375,29.94375,CLR:00,28.635416666666668,10.0,62.458333333333336,020,26.714285714285715,6.0
2023-05-21,72790024141,29.901481481481483,54.0,74.92592592592592,0.00,VCTS:7 ||,0.005,4.75,38.333333333333336,29.87416666666667,CLR:00,28.562222222222218,10.0,59.07407407407408,300,26.714285714285715,13.0
2023-05-22,72790024141,29.963333333333328,36.0,61.66666666666666,0.00,VCTS:7 ||,-0.01125,4.125,41.25,29.949166666666667,CLR:00,28.62333333333333,10.0,49.41666666666666,000,21.2,0.0
2023-05-23,72790024141,29.97666666666667,36.0,61.16666666666666,0.00,VCTS:7 ||,0.00625,4.125,42.625,29.970416666666665,CLR:00,28.636666666666667,10.0,49.208333333333336,VRB,17.0,3.0
2023-05-24,72790024141,29.9364,41.0,64.04,0.00,VCTS:7 ||,0.0024999999999999,4.75,43.84,29.9225,CLR:00,28.5964,10.0,51.76,330,17.0,9.0
2023-05-25,72790024141,29.90083333333334,42.0,65.625,0.00,VCTS:7 ||,0.0024999999999999,3.875,45.375,29.8875,CLR:00,28.56083333333333,10.0,53.5,340,18.33333333333333,6.0
2023-05-26,72790024141,29.866000000000003,47.0,67.6,0.00,VCTS:7 ||,0.0075,3.75,50.16666666666666,29.849999999999994,CLR:00,28.529333333333337,10.0,56.5,320,23.5,5.0
2023-05-27,72790024141,29.833571428571435,49.0,65.67857142857143,0.00,-RA:02 |RA |RA,-0.00375,3.375,62.25,29.822916666666668,CLR:00,28.49857142857143,10.0,57.46428571428572,000,24.0,5.0
2023-05-28,72790024141,29.84166666666667,47.0,69.875,0.00,-RA:02 |RA |RA,0.00875,4.125,52.375,29.82375,CLR:00,28.50583333333334,10.0,57.66666666666666,000,17.0,0.0
2023-05-29,72790024141,29.77,45.0,71.8,0.00,-RA:02 |RA |RA,0.0128571428571428,5.0,37.64,29.74458333333333,CLR:00,28.4396,10.0,55.84,VRB,26.0,6.0
2023-05-30,72790024141,29.77083333333333,37.0,71.08333333333333,0.00,-RA:02 |RA |RA,-0.0024999999999999,4.75,27.875,29.74833333333333,CLR:00,28.44,10.0,52.833333333333336,VRB,19.2,3.0
2023-05-31,72790024141,29.8188,33.0,64.84,0.00,-RA:02 |RA |RA,-0.00875,4.125,30.04,29.803333333333335,CLR:00,28.4848,10.0,48.72,300,23.5,13.0
2023-06-01,72790024141,29.93173913043477,28.0,61.60869565217392,0.00,-RA:02 |RA |RA,-0.0133333333333333,2.6666666666666665,36.0,29.92391304347825,CLR:00,28.591739130434792,10.0,47.65217391304348,VRB,18.5,5.0
2023-06-02,72790024141,29.969166666666663,40.0,66.33333333333333,0.00,-RA:02 |RA |RA,-0.005,4.0,33.958333333333336,29.957391304347823,CLR:00,28.629166666666663,10.0,50.625,VRB,18.5,8.0
2023-06-03,72790024141,29.990416666666665,39.0,69.79166666666667,0.00,-RA:02 |RA |RA,0.0025,4.0,36.0,29.97208333333333,CLR:00,28.65041666666667,10.0,53.625,VRB,20.0,5.0
2023-06-04,72790024141,29.961666666666662,37.0,75.83333333333333,0.00,-RA:02 |RA |RA,0.0012499999999999,4.375,24.625,29.937083333333334,CLR:00,28.62166666666667,10.0,54.91666666666666,330,20.0,10.0
2023-06-05,72790024141,29.941666666666663,28.0,75.79166666666667,0.00,-RA:02 |RA |RA,0.0,4.125,16.416666666666668,29.914583333333336,CLR:00,28.60166666666667,10.0,51.708333333333336,330,16.0,5.0
2023-06-06,72790024141,29.86208333333333,26.0,77.25,0.00,-RA:02 |RA |RA,0.0174999999999999,5.25,16.708333333333332,29.832083333333333,CLR:00,28.526666666666667,10.0,52.875,030,16.0,9.0
2023-06-07,72790024141,29.782916666666665,31.0,80.83333333333333,0.00,-RA:02 |RA |RA,0.00125,3.625,18.75,29.749166666666667,CLR:00,28.45208333333333,10.0,56.04166666666666,350,16.0,5.0
2023-06-08,72790024141,29.826666666666668,40.0,74.83333333333333,0.00,-RA:02 |RA |RA,-0.0124999999999999,2.625,39.5,29.79791666666667,CLR:00,28.493333333333336,10.0,59.16666666666666,000,21.0,7.0
2023-06-09,72790024141,29.871538461538467,62.0,67.8974358974359,0.00,-RA:02 BR:1 |RA |RA,-0.00375,3.5,78.51282051282051,29.85041666666667,OVC:08 100,28.531538461538457,10.0,63.48717948717949,000,21.0,0.0
2023-06-10,72790024141,29.92911764705882,52.0,62.23529411764706,0.00,HZ:7 |FU |HZ,-0.0085714285714285,3.7142857142857135,74.23529411764706,29.918333333333333,CLR:00,28.589117647058824,10.0,57.14705882352941,070,18.0,3.0
2023-06-11,72790024141,29.894583333333333,52.0,73.33333333333333,0.00,HZ:7 |FU |HZ,0.0087499999999999,4.0,49.04166666666666,29.874166666666667,CLR:00,28.55625,10.0,60.708333333333336,VRB,18.0,6.0
2023-06-12,72790024141,29.851250000000004,51.0,82.66666666666667,0.00,HZ:7 |FU |HZ,0.00375,3.875,35.333333333333336,29.81583333333333,CLR:00,28.51458333333333,10.0,63.75,340,18.0,8.0
2023-06-13,72790024141,29.750800000000005,37.0,77.0,0.00,HZ:7 |FU |HZ,0.005,5.0,36.4,29.72083333333333,CLR:00,28.4204,10.0,59.72,VRB,31.625,13.0
2023-06-14,72790024141,29.855416666666667,35.0,68.0,0.00,HZ:7 |FU |HZ,-0.02,2.7142857142857144,30.916666666666668,29.83818181818182,CLR:00,28.51875,10.0,51.5,290,26.76923076923077,18.0
2023-06-15,72790024141,30.014166666666668,36.0,68.0,0.00,HZ:7 |FU |HZ,-0.01875,3.75,35.875,29.99791666666667,CLR:00,28.674166666666668,10.0,53.083333333333336,300,20.8,3.0
2023-06-16,72790024141,29.99833333333333,48.0,71.16666666666667,0.00,-RA:02 |RA |RA,0.01875,4.625,41.208333333333336,29.97958333333333,CLR:00,28.6575,10.0,56.66666666666666,000,21.75,8.0
2023-06-17,72790024141,29.776666666666667,41.0,68.5,0.00,VCTS:7 ||,0.0333333333333333,5.666666666666667,33.166666666666664,29.757826086956523,CLR:00,28.442499999999995,10.0,52.625,290,23.4,8.0
2023-06-18,72790024141,29.678,29.0,60.92,0.00,VCTS:7 ||,-0.01,3.375,30.16,29.66583333333333,CLR:00,28.348,10.0,46.0,300,23.125,7.0
2023-06-19,72790024141,29.76875,31.0,59.333333333333336,0.00,VCTS:7 ||,-0.0237499999999999,2.75,36.458333333333336,29.76333333333333,CLR:00,28.437083333333334,10.0,46.333333333333336,310,22.6,13.0
2023-06-20,72790024141,30.056249999999995,38.0,59.91666666666666,0.00,VCTS:7 ||,-0.02625,1.875,45.04166666666666,30.04875,OVC:08 70,28.71333333333333,10.0,49.29166666666666,220,17.0,7.0
2023-06-21,72790024141,30.131250000000005,42.0,62.66666666666666,0.00,VCTS:7 ||,0.00375,4.875,48.958333333333336,30.125,CLR:00,28.7825,10.0,51.833333333333336,000,17.0,5.0
2023-06-22,72790024141,29.98583333333333,43.0,68.875,0.00,VCTS:7 ||,0.02375,6.0,38.083333333333336,29.970416666666665,CLR:00,28.64583333333333,10.0,53.958333333333336,010,23.0,7.0
2023-06-23,72790024141,29.87708333333333,40.0,73.70833333333333,0.00,VCTS:7 ||,4.336808689942019e-19,4.875,30.875,29.85375,CLR:00,28.537916666666664,10.0,55.5,310,23.0,8.0
2023-06-24,72790024141,29.971666666666668,43.0,72.41666666666667,0.00,VCTS:7 ||,-0.00875,4.375,37.625,29.950000000000003,CLR:00,28.631666666666664,10.0,56.083333333333336,VRB,21.4,14.0
2023-06-25,72790024141,29.9624,45.0,75.32,0.00,VCTS:7 ||,0.00375,4.25,35.96,29.93875,CLR:00,28.622400000000003,10.0,58.4,320,20.4,13.0
2023-06-26,72790024141,29.87615384615384,48.0,78.15384615384616,0.00,VCTS:7 ||,0.01625,5.25,36.11538461538461,29.848333333333333,CLR:00,28.53807692307693,10.0,60.69230769230769,310,18.666666666666668,13.0
2023-06-27,72790024141,29.81,50.0,77.48,0.00,VCTS:7 ||,-0.0037499999999999,4.5,40.92,29.782083333333333,CLR:00,28.4764,10.0,61.76,000,23.666666666666668,8.0
2023-06-28,72790024141,29.88958333333333,54.0,78.20833333333333,0.00,VCTS:7 ||,-0.0025,3.0,43.458333333333336,29.859583333333333,CLR:00,28.54958333333333,10.0,63.083333333333336,000,17.333333333333332,8.0
2023-06-29,72790024141,29.9225,54.0,80.83333333333333,0.00,VCTS:7 ||,-0.00125,4.125,36.708333333333336,29.89041666666667,CLR:00,28.5825,10.0,62.375,VRB,20.5,7.0
2023-06-30,72790024141,29.91708333333333,41.0,82.58333333333333,0.00,VCTS:7 ||,0.0024999999999999,4.5,25.416666666666668,29.88,CLR:00,28.57708333333333,10.0,60.208333333333336,VRB,23.63636363636364,5.0
2023-07-01,72790024141,29.95208333333333,34.0,79.95833333333333,0.00,VCTS:7 ||,-0.01,4.142857142857143,21.125,29.917916666666667,CLR:00,28.61208333333333,10.0,56.5,320,23.63636363636364,11.0
2023-07-02,72790024141,29.9888,31.0,75.36,0.00,VCTS:7 ||,0.0025,3.875,21.88,29.9625,CLR:00,28.6488,10.0,53.76,010,25.33333333333333,6.0
2023-07-03,72790024141,29.9925,31.0,76.95833333333333,0.00,VCTS:7 ||,-0.0075,3.625,19.5,29.96333333333333,CLR:00,28.652500000000003,10.0,53.875,360,24.5,13.0
2023-07-04,72790024141,30.01,33.0,79.58333333333333,0.00,VCTS:7 ||,0.00375,4.0,20.20833333333333,29.979166666666668,CLR:00,28.67,10.0,56.125,340,21.0,13.0
2023-07-05,72790024141,29.94,40.0,79.66666666666667,0.00,VCTS:7 ||,0.01,5.0,25.666666666666668,29.907916666666665,CLR:00,28.600000000000005,10.0,57.79166666666666,VRB,18.5,5.0
2023-07-06,72790024141,29.840833333333336,46.0,82.625,0.00,VCTS:7 ||,0.01125,5.875,26.166666666666668,29.805,CLR:00,28.50583333333333,10.0,60.125,190,18.5,9.0
2023-07-07,72790024141,29.77958333333333,44.0,84.83333333333333,0.00,VCTS:7 ||,0.0025,4.375,26.041666666666668,29.74,CLR:00,28.44875,10.0,61.66666666666666,350,18.0,7.0
2023-07-08,72790024141,29.7725,47.0,85.875,0.00,VCTS:7 ||,0.00375,4.5,25.916666666666668,29.730833333333333,CLR:00,28.441666666666663,10.0,62.41666666666666,350,20.0,11.0
2023-07-09,72790024141,29.7548,45.0,84.72,0.00,VCTS:7 ||,0.0033333333333333,4.0,28.08,29.71416666666667,CLR:00,28.4248,10.0,62.48,330,20.0,6.0
2023-07-10,72790024141,29.85899999999999,52.0,74.16666666666667,0.00,-RA:02 |RA |RA,-0.02,3.0,50.7,29.829166666666666,CLR:00,28.522,10.0,62.1,020,31.5,13.0
2023-07-11,72790024141,29.9375,47.0,73.20833333333333,0.00,|RA |RA,0.0024999999999999,4.625,42.458333333333336,29.91625,CLR:00,28.5975,10.0,58.583333333333336,000,18.5,0.0
2023-07-12,72790024141,29.91333333333333,49.0,75.41666666666667,0.00,|RA |RA,0.0057142857142857,5.428571428571429,40.91666666666666,29.88782608695653,CLR:00,28.57333333333333,10.0,59.66666666666666,030,21.5,6.0
2023-07-13,72790024141,29.9816,48.0,78.28,0.00,|RA |RA,-0.0087499999999999,3.375,35.16,29.95,CLR:00,28.641600000000004,10.0,60.52,230,21.0,9.0
2023-07-14,72790024141,30.027083333333337,50.0,80.58333333333333,0.00,|RA |RA,-2.1684043449710093e-19,4.875,33.708333333333336,29.996250000000003,CLR:00,28.687083333333334,10.0,61.458333333333336,000,21.0,6.0
2023-07-15,72790024141,29.974166666666665,38.0,84.66666666666667,0.00,|RA |RA,0.01125,4.375,23.125,29.937916666666663,CLR:00,28.63416666666667,10.0,60.25,300,19.0,8.0
2023-07-16,72790024141,29.8512,42.0,87.4,0.00,|RA |RA,0.015,5.125,21.12,29.81375,CLR:00,28.515600000000003,10.0,61.56,320,18.33333333333333,5.0
2023-07-17,72790024141,29.92178571428571,40.0,76.25,0.00,|RA |RA,-0.0275,3.125,28.571428571428573,29.88416666666667,CLR:00,28.583571428571425,10.0,56.92857142857143,300,27.761904761904763,20.0
2023-07-18,72790024141,30.0588,42.0,74.12,0.00,-RA:02 |RA |RA,-0.0028571428571428,4.714285714285714,30.96,30.0375,CLR:00,28.718000000000004,10.0,55.92,220,19.0,9.0
2023-07-19,72790024141,30.04875,42.0,80.375,0.00,-RA:02 |RA |RA,0.0071428571428571,3.4285714285714284,28.75,30.019166666666667,CLR:00,28.7075,10.0,59.333333333333336,VRB,20.83333333333333,6.0
2023-07-20,72790024141,29.975,45.0,84.875,0.00,-RA:02 |RA |RA,0.01,5.428571428571429,26.45833333333333,29.937916666666663,CLR:00,28.635,10.0,61.91666666666666,000,20.83333333333333,6.0
2023-07-21,72790024141,29.925833333333333,44.0,83.45833333333333,0.00,-RA:02 |RA |RA,0.0087499999999999,4.25,30.83333333333333,29.88875,CLR:00,28.58583333333333,10.0,62.333333333333336,170,20.83333333333333,3.0
2023-07-22,72790024141,29.9208,40.0,83.28,0.00,-RA:02 |RA |RA,7.434529182757744e-19,4.571428571428571,23.92,29.88333333333333,CLR:00,28.5808,10.0,60.0,310,23.0,10.0
2023-07-23,72790024141,29.84833333333333,43.0,82.20833333333333,0.00,-RA:02 |RA |RA,0.0137499999999999,5.0,30.541666666666668,29.81,CLR:00,28.512916666666666,10.0,61.708333333333336,170,17.0,7.0
2023-07-24,72790024141,29.88625,51.0,75.0,0.00,-RA:02 |RA |RA,-0.02125,2.5,42.54166666666666,29.856666666666666,CLR:00,28.547916666666666,10.0,59.708333333333336,230,21.571428571428573,10.0
2023-07-25,72790024141,30.051200000000005,37.0,71.72,0.00,-RA:02 |RA |RA,-0.01125,3.25,36.6,30.030416666666667,CLR:00,28.7112,10.0,55.52,320,21.571428571428573,3.0
2023-07-26,72790024141,30.029130434782623,41.0,71.6086956521739,0.00,-RA:02 |RA |RA,0.0157142857142857,5.285714285714286,33.17391304347826,30.008695652173905,CLR:00,28.68869565217392,10.0,54.78260869565217,300,17.0,10.0
2023-07-27,72790024141,29.937916666666663,39.0,76.58333333333333,0.00,-RA:02 |RA |RA,-0.0025,4.75,29.416666666666668,29.909565217391307,CLR:00,28.597916666666663,10.0,57.125,VRB,18.666666666666668,7.0
2023-07-28,72790024141,29.9525,44.0,77.08333333333333,0.00,-RA:02 |RA |RA,0.0037499999999999,5.25,31.125,29.92375,CLR:00,28.6125,10.0,58.29166666666666,000,17.0,5.0
2023-07-29,72790024141,29.938333333333333,47.0,76.04166666666667,0.00,-RA:02 |RA |RA,0.00125,3.625,35.291666666666664,29.910833333333333,CLR:00,28.598333333333333,10.0,58.625,000,20.0,9.0
2023-07-30,72790024141,29.968333333333334,45.0,74.375,0.00,-RA:02 |RA |RA,-0.0075,3.75,34.416666666666664,29.94375,CLR:00,28.629090909090905,10.0,56.36363636363637,240,22.8,3.0
2023-07-31,72790024141,30.0004761904762,38.0,72.04761904761905,0.00,-RA:02 |RA |RA,-0.005,4.333333333333333,30.857142857142858,29.97761904761905,CLR:00,28.678,10.0,53.53333333333333,330,17.25,5.0
2023-08-01,72790024141,29.971666666666664,37.0,75.83333333333333,0.00,-RA:02 |RA |RA,0.0025,4.125,26.291666666666668,29.945833333333336,CLR:00,28.63166666666667,10.0,55.458333333333336,VRB,19.0,3.0
2023-08-02,72790024141,29.93125,35.0,78.33333333333333,0.00,-RA:02 |RA |RA,0.0042857142857142,4.571428571428571,24.95833333333333,29.902916666666663,CLR:00,28.59125,10.0,56.41666666666666,180,19.0,5.0
2023-08-03,72790024141,29.955,41.0,82.04166666666667,0.00,-RA:02 |RA |RA,-0.0049999999999999,3.5,24.5,29.922083333333333,CLR:00,28.615,10.0,59.625,240,26.0,9.0
2023-08-04,72790024141,30.00666666666667,47.0,80.08333333333333,0.00,-RA:02 |RA |RA,-0.0114285714285714,4.428571428571429,34.708333333333336,29.97416666666666,CLR:00,28.666666666666668,10.0,61.54166666666666,190,26.0,17.0
2023-08-05,72790024141,30.06875,53.0,71.5,0.00,-RA:02 |RA |RA,-0.00375,2.875,58.333333333333336,30.046666666666667,CLR:00,28.72791666666667,10.0,62.125,230,17.0,9.0
2023-08-06,72790024141,30.057916666666667,59.0,74.375,0.00,-RA:02 |RA |RA,0.00625,5.0,60.54166666666666,30.03625,CLR:00,28.715833333333336,10.0,64.45833333333333,200,17.0,3.0
2023-08-07,72790024141,30.043695652173916,60.0,66.43478260869566,0.00,-RA:02 |RA |RA,0.005,4.375,81.80434782608695,30.00125,CLR:00,28.703043478260884,10.0,62.869565217391305,310,18.5,6.0
2023-08-08,72790024141,29.926296296296293,59.0,69.85185185185185,0.00,BR:1 ||,0.0083333333333333,6.166666666666667,69.88888888888889,29.896956521739124,CLR:00,28.588148148148157,10.0,62.44444444444444,020,18.5,6.0
2023-08-09,72790024141,29.78375,57.0,74.625,0.00,HZ:7 |FU |HZ,0.00125,4.375,47.458333333333336,29.757500000000004,CLR:00,28.45375,10.0,60.91666666666666,000,22.5,6.0
2023-08-10,72790024141,29.85333333333333,45.0,73.95833333333333,0.00,HZ:7 |FU |HZ,-0.00875,2.625,38.29166666666666,29.8275,CLR:00,28.51583333333333,10.0,58.16666666666666,VRB,20.0,6.0
2023-08-11,72790024141,29.915000000000003,46.0,76.20833333333333,0.00,HZ:7 |FU |HZ,-0.0075,3.5,34.541666666666664,29.88958333333333,CLR:00,28.575,10.0,58.583333333333336,230,19.0,7.0
2023-08-12,72790024141,30.031666666666663,47.0,81.16666666666667,0.00,HZ:7 |FU |HZ,-0.02,3.125,29.166666666666668,30.0,CLR:00,28.69125,10.0,60.75,010,17.5,9.0
2023-08-13,72790024141,30.09125,46.0,84.33333333333333,0.00,HZ:7 |FU |HZ,0.0074999999999999,4.25,27.08333333333333,30.055416666666662,CLR:00,28.74625,10.0,61.958333333333336,340,16.0,10.0
2023-08-14,72790024141,29.980833333333333,48.0,85.58333333333333,0.00,HZ:7 |FU |HZ,0.0124999999999999,4.75,30.25,29.9425,CLR:00,28.640833333333333,10.0,63.5,000,16.0,6.0
2023-08-15,72790024141,29.90961538461539,50.0,89.57692307692308,0.00,HZ:7 |FU |HZ,0.0074999999999999,4.5,27.384615384615383,29.8725,CLR:00,28.57038461538461,10.0,64.92307692307692,000,16.0,0.0
2023-08-16,72790024141,29.892692307692307,46.0,87.1923076923077,0.00,HZ:7 |FU |HZ,0.0049999999999999,4.25,28.692307692307693,29.84375,CLR:00,28.555384615384614,5.0,63.88461538461539,000,28.55555555555556,0.0
2023-08-17,72790024141,29.733030303030304,50.0,83.45454545454545,0.00,HZ:7 |FU |HZ,0.0225,6.375,32.90909090909091,29.676250000000007,CLR:00,28.402727272727272,10.0,63.39393939393939,000,28.55555555555556,0.0
2023-08-18,72790024141,29.722916666666663,52.0,81.33333333333333,0.00,HZ:7 |FU |HZ,-0.02875,3.375,23.20833333333333,29.68625,CLR:00,28.391666666666666,10.0,57.625,320,28.55555555555556,17.0
2023-08-19,72790024141,29.9416129032258,32.0,73.2258064516129,0.00,HZ:7 |FU |HZ,-0.0075,4.625,21.61290322580645,29.912916666666664,OVC:08 50,28.601612903225806,4.0,52.354838709677416,340,17.0,9.0
2023-08-20,72790024141,29.86382352941176,32.0,74.38235294117646,0.00,HZ:7 |FU |HZ,0.01125,3.875,22.852941176470587,29.83791666666666,OVC:08 44,28.527352941176478,1.0,53.6764705882353,340,28.0,0.0
2023-08-21,72790024141,29.772,48.0,73.975,0.00,HZ:7 |FU |HZ,-0.0024999999999999,4.5,34.9,29.75,BKN:07 30,28.441749999999995,2.5,57.525,340,24.0,8.0
2023-08-22,72790024141,29.900322580645167,51.0,65.61290322580645,0.00,HZ:7 |FU |HZ,-0.0175,3.125,71.03225806451613,29.88874999999999,CLR:00,28.561935483870972,6.0,59.45161290322581,150,24.0,7.0
2023-08-23,72790024141,30.0425,46.0,57.975,0.00,BR:1 ||,-0.0075,3.25,71.475,30.025,CLR:00,28.7025,10.0,51.425,000,17.0,6.0
2023-08-24,72790024141,30.06583333333333,41.0,69.20833333333333,0.00,HZ:7 |FU |HZ,4.336808689942019e-19,2.625,40.583333333333336,30.049166666666668,CLR:00,28.72375,10.0,54.833333333333336,030,17.0,7.0
2023-08-25,72790024141,30.0425,45.0,73.625,0.00,HZ:7 |FU |HZ,-0.00375,3.25,38.375,30.01875,CLR:00,28.7025,10.0,58.125,340,17.0,5.0
2023-08-26,72790024141,30.02625,48.0,77.625,0.00,HZ:7 |FU |HZ,0.01,4.125,37.875,30.00125,CLR:00,28.68541666666667,10.0,60.458333333333336,350,17.0,6.0
2023-08-27,72790024141,30.01375,47.0,83.25,0.00,HZ:7 |FU |HZ,-0.0012499999999999,4.375,27.95833333333333,29.97791666666667,CLR:00,28.67375,10.0,61.458333333333336,000,33.69230769230769,6.0
2023-08-28,72790024141,29.950416666666666,43.0,85.08333333333333,0.00,HZ:7 |FU |HZ,0.015,5.0,25.08333333333333,29.9125,CLR:00,28.610416666666666,10.0,61.41666666666666,350,33.69230769230769,7.0
2023-08-29,72790024141,29.85975,57.0,69.7,0.00,HZ:7 |FU |HZ,-0.0075,4.0,54.925,29.825,CLR:00,28.521750000000004,9.0,59.575,300,33.69230769230769,7.0
2023-08-30,72790024141,29.94333333333333,48.0,66.70833333333333,0.00,-RA:02 |RA |RA,0.0028571428571428,5.428571428571429,55.0,29.92782608695652,CLR:00,28.60333333333333,10.0,56.708333333333336,VRB,24.25,3.0
2023-08-31,72790024141,29.847916666666677,51.0,63.16666666666666,0.00,-RA:02 |RA |RA,0.0085714285714285,6.0,65.25,29.834166666666665,CLR:00,28.51125,10.0,56.29166666666666,000,24.0,5.0
2023-09-01,72790024141,29.85833333333333,48.0,69.79166666666667,0.00,-RA:02 |RA |RA,-0.005,4.625,51.25,29.84125,CLR:00,28.519166666666667,10.0,58.208333333333336,VRB,24.0,5.0
2023-09-02,72790024141,29.903333333333336,51.0,74.20833333333333,0.00,-RA:02 |RA |RA,0.0012499999999999,4.25,45.41666666666666,29.879166666666663,CLR:00,28.56375,10.0,60.208333333333336,330,24.0,7.0
2023-09-03,72790024141,29.789166666666663,48.0,74.04166666666667,0.00,HZ:7 |FU |HZ,0.01,5.875,47.875,29.763333333333332,CLR:00,28.4575,10.0,60.958333333333336,300,24.0,5.0
2023-09-04,72790024141,29.8575,47.0,70.25,0.00,HZ:7 |FU |HZ,-0.01625,2.25,42.79166666666666,29.835416666666664,CLR:00,28.52,10.0,56.708333333333336,VRB,19.0,5.0
2023-09-05,72790024141,29.91583333333333,45.0,62.333333333333336,0.00,HZ:7 |FU |HZ,0.005,4.0,57.958333333333336,29.90458333333333,CLR:00,28.57583333333333,10.0,53.41666666666666,010,17.0,7.0
2023-09-06,72790024141,29.877916666666664,45.0,63.958333333333336,0.00,HZ:7 |FU |HZ,0.00125,3.875,48.375,29.86625,CLR:00,28.53916666666667,10.0,52.333333333333336,020,17.0,5.0
2023-09-07,72790024141,29.9425,44.0,64.41666666666667,0.00,HZ:7 |FU |HZ,-0.0075,3.75,45.75,29.92958333333333,CLR:00,28.602500000000003,10.0,52.54166666666666,000,17.0,6.0
2023-09-08,72790024141,30.062400000000004,43.0,65.64,0.00,HZ:7 |FU |HZ,-0.01875,2.75,50.12,30.049166666666665,CLR:00,28.7204,10.0,54.52,000,17.0,6.0
2023-09-09,72790024141,30.10625,41.0,72.33333333333333,0.00,HZ:7 |FU |HZ,0.005,3.875,37.5,30.0875,CLR:00,28.76083333333333,10.0,56.125,350,17.0,6.0
2023-09-10,72790024141,30.01083333333333,41.0,75.16666666666667,0.00,HZ:7 |FU |HZ,0.0125,5.875,31.70833333333333,29.985000000000003,CLR:00,28.67083333333333,10.0,56.708333333333336,350,17.0,8.0
2023-09-11,72790024141,29.93458333333333,42.0,71.625,0.00,HZ:7 |FU |HZ,0.0087499999999999,3.5,39.16666666666666,29.9125,CLR:00,28.594583333333333,10.0,56.833333333333336,VRB,21.0,6.0
2023-09-12,72790024141,29.93625,45.0,69.29166666666667,0.00,HZ:7 |FU |HZ,-0.0075,3.375,44.333333333333336,29.9175,CLR:00,28.59625,10.0,56.208333333333336,330,21.0,6.0
2023-09-13,72790024141,30.039583333333336,42.0,69.0,0.00,HZ:7 |FU |HZ,-0.01125,2.75,40.54166666666666,30.019166666666667,CLR:00,28.699583333333333,10.0,54.91666666666666,310,21.0,6.0
2023-09-14,72790024141,30.09583333333333,42.0,68.375,0.00,HZ:7 |FU |HZ,0.00125,3.625,40.54166666666666,30.08,CLR:00,28.751666666666665,10.0,53.958333333333336,000,21.0,0.0
2023-09-15,72790024141,30.01833333333333,40.0,69.41666666666667,0.00,HZ:7 |FU |HZ,0.01125,5.125,37.833333333333336,30.0,CLR:00,28.67708333333333,10.0,53.875,000,21.0,6.0
2023-09-16,72790024141,29.916666666666668,38.0,69.5,0.00,HZ:7 |FU |HZ,0.01375,5.125,37.083333333333336,29.89708333333333,CLR:00,28.578333333333337,10.0,53.66666666666666,000,21.0,0.0
2023-09-17,72790024141,29.860833333333336,34.0,68.875,0.00,HZ:7 |FU |HZ,-0.00125,4.25,33.208333333333336,29.84125,CLR:00,28.52583333333333,10.0,52.333333333333336,000,21.0,13.0
